record_kind,path,route_pattern,registration_kind,page_component,source_file,line,page_file,layout,role_or_surface,module_catalog_label,module_catalog_file,navigation,api_client_calls,backend_support,notes
route,/agency/bundle-rollout-readiness,/agency/bundle-rollout-readiness,route_map,BundleRolloutReadinessPage,frontend/src/App.jsx,409,frontend/src/pages/agency/BundleRolloutReadinessPage.jsx,AgencyLayout;ProtectedRoute,agency,Bundle Rollout Readiness,frontend/src/lib/moduleCatalog.js,agency:Settings:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-bundle-rollout-readiness;/api/agencies/${context.agency.id}/feature-bundle-rollout-readiness/summary;/api/auth/me,matched_static_backend_shape,
route,/agency/capabilities,/agency/capabilities,route_map,CapabilitiesPage,frontend/src/App.jsx,448,frontend/src/pages/agency/CapabilitiesPage.jsx,AgencyLayout;ProtectedRoute,agency,Available Capabilities,frontend/src/lib/moduleCatalog.js,agency:Settings:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/capabilities;/api/auth/me,matched_static_backend_shape,
route,/agency/capability-matrix,/agency/capability-matrix,route_map,CapabilityMatrixPage,frontend/src/App.jsx,473,frontend/src/pages/agency/CapabilityMatrixPage.jsx,AgencyLayout;ProtectedRoute,agency,Capability Matrix,frontend/src/lib/moduleCatalog.js,agency:Airline Intelligence Visibility:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/airline-capability-matrix${query};/api/auth/me,matched_static_backend_shape,
route,/agency/clients,/agency/clients,route_map,AgencyClientMasterPage,frontend/src/App.jsx,490,frontend/src/pages/agency/ClientMasterPage.jsx,AgencyLayout;ProtectedRoute,agency,Clients,frontend/src/lib/moduleCatalog.js,agency:Clients & Passengers:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/client-master${query};/api/auth/me,matched_static_backend_shape,
route,/agency/clients,/agency/clients,ordered_exact_match,AgencyClientMasterPage,frontend/src/App.jsx,729,frontend/src/pages/agency/ClientMasterPage.jsx,AgencyLayout;ProtectedRoute,agency,Clients,frontend/src/lib/moduleCatalog.js,agency:Clients & Passengers:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/client-master${query};/api/auth/me,matched_static_backend_shape,evaluated before route_map fallback
route,/agency/clients/{param1},^\/agency\/clients\/([^/]+)$,ordered_regex_match,ClientDetailPage,frontend/src/App.jsx,571,frontend/src/pages/agency/ClientDetailPage.jsx,AgencyLayout;ProtectedRoute,agency,,,contextual,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/clients/${clientId};/api/agencies/${context.agency.id}/passengers;/api/agencies/${state.agency.id}/client-passenger-relationships;/api/agencies/${state.agency.id}/clients/${clientId};/api/agencies/${state.agency.id}/clients/${clientId}/${action};/api/auth/me,partial_static_match:7_matched:1_unresolved,evaluated before route_map fallback; path parameters normalized from regex
route,/agency/deadlines,/agency/deadlines,route_map,DeadlinesPage,frontend/src/App.jsx,439,frontend/src/pages/agency/DeadlinesPage.jsx,AgencyLayout;ProtectedRoute,agency,Deadlines,frontend/src/lib/moduleCatalog.js,agency:Daily Work:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/deadlines${query};/api/agencies/${state.agency.id}/deadlines/${deadlineId}/${name};/api/agencies/${state.agency.id}/deadlines/monitor;/api/auth/me,partial_static_match:5_matched:1_unresolved,
route,/agency/distribution-capabilities,/agency/distribution-capabilities,route_map,AgencyAirlineDistributionCapabilitiesPage,frontend/src/App.jsx,459,frontend/src/pages/agency/AirlineDistributionCapabilitiesPage.jsx,AgencyLayout;ProtectedRoute,agency,Distribution Capabilities,frontend/src/lib/moduleCatalog.js,agency:Airline Intelligence Visibility:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/distribution-capabilities${query};/api/auth/me,matched_static_backend_shape,
route,/agency/document-storage,/agency/document-storage,route_map,DocumentStoragePage,frontend/src/App.jsx,512,frontend/src/pages/agency/DocumentStoragePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/auth/me;/api/documents/delivery-providers/readiness?agency_id=${agencyId};/api/documents/delivery-providers?agency_id=${agencyId};/api/documents/storage/${recordId}/archive;/api/documents/storage/${recordId}/mark-missing;/api/documents/storage/health?agency_id=${agencyId};/api/documents/storage/summary?agency_id=${agencyId};/api/documents/storage?agency_id=${agencyId},matched_static_backend_shape,
route,/agency/document-templates,/agency/document-templates,route_map,DocumentTemplatesPage,frontend/src/App.jsx,513,frontend/src/pages/agency/DocumentTemplatesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/document-templates;/api/agencies/${state.agency.id}/document-templates;/api/agencies/${state.agency.id}/document-templates/${id}/archive;/api/auth/me,matched_static_backend_shape,
route,/agency/document-workspaces,/agency/document-workspaces,route_map,DocumentWorkspacesPage,frontend/src/App.jsx,435,frontend/src/pages/agency/DocumentWorkspacesPage.jsx,AgencyLayout;ProtectedRoute,agency,Document Workspaces,frontend/src/lib/moduleCatalog.js,agency:Documents & Delivery:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/document-workspaces${query};/api/agencies/${context.agency.id}/document-workspaces/summary;/api/auth/me,matched_static_backend_shape,
route,/agency/documents,/agency/documents,route_map,DocumentsPage,frontend/src/App.jsx,510,frontend/src/pages/agency/DocumentsPage.jsx,AgencyLayout;ProtectedRoute,agency,Documents,frontend/src/lib/moduleCatalog.js,agency:Documents & Delivery:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/documents;/api/agencies/${context.agency.id}/documents/packages;/api/agencies/${context.agency.id}/documents/render-jobs;/api/agencies/${context.agency.id}/documents/templates;/api/agencies/${state.agency.id}/documents/context-preview;/api/agencies/${state.agency.id}/documents/packages;/api/agencies/${state.agency.id}/documents/render-jobs;/api/agencies/${state.agency.id}/documents/render-jobs/${jobId}/rerender;/api/agencies/${state.agency.id}/documents/share-records;/api/auth/me;/api/readiness,matched_static_backend_shape,
route,/agency/documents/{param1},^\/agency\/documents\/([^/]+)$,ordered_regex_match,DocumentDetailPage,frontend/src/App.jsx,656,frontend/src/pages/agency/DocumentDetailPage.jsx,AgencyLayout;ProtectedRoute,agency,,,contextual,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/document-deliveries/${item.id}/diagnostics;/api/agencies/${context.agency.id}/document-export-capabilities;/api/agencies/${context.agency.id}/documents/${documentId};/api/agencies/${context.agency.id}/documents/${documentId}/deliveries;/api/agencies/${context.agency.id}/documents/${documentId}/exports;/api/agencies/${context.agency.id}/email-settings;/api/agencies/${state.agency.id}/document-deliveries/${deliveryId}/cancel;/api/agencies/${state.agency.id}/document-deliveries/${deliveryId}/retry;/api/agencies/${state.agency.id}/document-deliveries/${deliveryId}/send;/api/agencies/${state.agency.id}/document-exports/${exportId}/download;/api/agencies/${state.agency.id}/documents/${documentId}/archive;/api/agencies/${state.agency.id}/documents/${documentId}/deliveries;/api/agencies/${state.agency.id}/documents/${documentId}/exports;/api/agencies/${state.agency.id}/email-settings;/api/agencies/${state.agency.id}/email-settings/validate;/api/auth/me,matched_static_backend_shape,evaluated before route_map fallback; path parameters normalized from regex
route,/agency/emd-workspaces,/agency/emd-workspaces,route_map,EmdWorkspaceMetadataPage,frontend/src/App.jsx,433,frontend/src/pages/agency/EmdWorkspaceMetadataPage.jsx,AgencyLayout;ProtectedRoute,agency,EMD Workspaces,frontend/src/lib/moduleCatalog.js,agency:Daily Work:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/emd-workspaces${query};/api/agencies/${context.agency.id}/emd-workspaces/summary;/api/auth/me,matched_static_backend_shape,
route,/agency/emds/{param1},^\/agency\/emds\/([^/]+)$,ordered_regex_match,EmdDetailPage,frontend/src/App.jsx,626,frontend/src/pages/agency/EmdDetailPage.jsx,AgencyLayout;ProtectedRoute,agency,,,contextual,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/emds/${emdRecordId};/api/agencies/${state.agency.id}/emds/${emdRecordId};/api/auth/me,matched_static_backend_shape,evaluated before route_map fallback; path parameters normalized from regex
route,/agency/fare-brand-library,/agency/fare-brand-library,route_map,AgencyFareBrandLibraryPage,frontend/src/App.jsx,461,frontend/src/pages/agency/FareBrandLibraryPage.jsx,AgencyLayout;ProtectedRoute,agency,Fare Brand Library,frontend/src/lib/moduleCatalog.js,agency:Airline Intelligence Visibility:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/fare-brand-library;/api/agencies/${state.agency.id}/fare-brand-library/compare;/api/auth/me,matched_static_backend_shape,
route,/agency/feature-availability,/agency/feature-availability,route_map,FeatureAvailabilityPage,frontend/src/App.jsx,404,frontend/src/pages/agency/FeatureAvailabilityPage.jsx,AgencyLayout;ProtectedRoute,agency,Feature Availability,frontend/src/lib/moduleCatalog.js,agency:Settings:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-flags;/api/auth/me,matched_static_backend_shape,
route,/agency/feature-bundles,/agency/feature-bundles,route_map,FeatureBundlesPage,frontend/src/App.jsx,406,frontend/src/pages/agency/FeatureBundlesPage.jsx,AgencyLayout;ProtectedRoute,agency,Feature Bundles,frontend/src/lib/moduleCatalog.js,agency:Settings:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-flag-bundles;/api/auth/me,matched_static_backend_shape,
route,/agency/feature-readiness,/agency/feature-readiness,route_map,FeatureReadinessPage,frontend/src/App.jsx,405,frontend/src/pages/agency/FeatureReadinessPage.jsx,AgencyLayout;ProtectedRoute,agency,Feature Readiness,frontend/src/lib/moduleCatalog.js,agency:Settings:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-readiness;/api/auth/me,matched_static_backend_shape,
route,/agency/flight-workspaces,/agency/flight-workspaces,route_map,FlightWorkspacesPage,frontend/src/App.jsx,423,frontend/src/pages/agency/FlightWorkspacesPage.jsx,AgencyLayout;ProtectedRoute,agency,Flight Workspaces,frontend/src/lib/moduleCatalog.js,agency:Daily Work:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/flight-workspaces${query};/api/agencies/${context.agency.id}/flight-workspaces/summary;/api/auth/me,matched_static_backend_shape,
route,/agency/gds-parser,/agency/gds-parser,route_map,GdsParserPage,frontend/src/App.jsx,511,frontend/src/pages/agency/GdsParserPage.jsx,AgencyLayout;ProtectedRoute,agency,GDS Parser,frontend/src/lib/moduleCatalog.js,agency:Daily Work:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${agencyId}/gds-parser/runs/${runId};/api/agencies/${agencyId}/gds-parser/runs/${runId}/entities;/api/agencies/${context.agency.id}/gds-parser/profiles;/api/agencies/${context.agency.id}/gds-parser/runs;/api/agencies/${context.agency.id}/gds-parser/runs/${runs.items[0].id}/entities;/api/agencies/${state.agency.id}/gds-parser/corrections;/api/agencies/${state.agency.id}/gds-parser/parse-text;/api/agencies/${state.agency.id}/gds-parser/runs/${selectedRun.id}/training-sample;/api/auth/me,matched_static_backend_shape,
route,/agency/gds-parser,/agency/gds-parser,ordered_exact_match,GdsParserPage,frontend/src/App.jsx,761,frontend/src/pages/agency/GdsParserPage.jsx,AgencyLayout;ProtectedRoute,agency,GDS Parser,frontend/src/lib/moduleCatalog.js,agency:Daily Work:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${agencyId}/gds-parser/runs/${runId};/api/agencies/${agencyId}/gds-parser/runs/${runId}/entities;/api/agencies/${context.agency.id}/gds-parser/profiles;/api/agencies/${context.agency.id}/gds-parser/runs;/api/agencies/${context.agency.id}/gds-parser/runs/${runs.items[0].id}/entities;/api/agencies/${state.agency.id}/gds-parser/corrections;/api/agencies/${state.agency.id}/gds-parser/parse-text;/api/agencies/${state.agency.id}/gds-parser/runs/${selectedRun.id}/training-sample;/api/auth/me,matched_static_backend_shape,evaluated before route_map fallback
route,/agency/import-templates,/agency/import-templates,route_map,ImportTemplatesPage,frontend/src/App.jsx,479,frontend/src/pages/agency/ImportTemplatesPage.jsx,AgencyLayout;ProtectedRoute,agency,Import Templates,frontend/src/lib/moduleCatalog.js,agency:Airline Intelligence Visibility:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/knowledge-import-templates${query};/api/auth/me,matched_static_backend_shape,
route,/agency/intelligence-cases,/agency/intelligence-cases,route_map,IntelligenceCasesPage,frontend/src/App.jsx,477,frontend/src/pages/agency/IntelligenceCasesPage.jsx,AgencyLayout;ProtectedRoute,agency,Intelligence Cases,frontend/src/lib/moduleCatalog.js,agency:Airline Intelligence Visibility:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/intelligence-cases${query};/api/auth/me,matched_static_backend_shape,
route,/agency/interline-codeshare-advisor,/agency/interline-codeshare-advisor,route_map,AgencyInterlineCodeshareAdvisorPage,frontend/src/App.jsx,460,frontend/src/pages/agency/InterlineCodeshareAdvisorPage.jsx,AgencyLayout;ProtectedRoute,agency,Interline & Codeshare Advisor,frontend/src/lib/moduleCatalog.js,agency:Airline Intelligence Visibility:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/interline-codeshare-advisor;/api/agencies/${state.agency.id}/interline-codeshare-advisor/evaluate;/api/auth/me,matched_static_backend_shape,
route,/agency/invoices,/agency/invoices,ordered_exact_match,InvoicesPage,frontend/src/App.jsx,789,frontend/src/pages/agency/InvoicesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/invoices;/api/auth/me,matched_static_backend_shape,evaluated before route_map fallback
route,/agency/invoices/{param1},^\/agency\/invoices\/([^/]+)$,ordered_regex_match,InvoiceDetailPage,frontend/src/App.jsx,641,frontend/src/pages/agency/InvoiceDetailPage.jsx,AgencyLayout;ProtectedRoute,agency,,,contextual,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/invoices/${invoiceId};/api/agencies/${state.agency.id}/invoices/${invoiceId}/issue;/api/agencies/${state.agency.id}/invoices/${invoiceId}/line-items;/api/agencies/${state.agency.id}/invoices/${invoiceId}/line-items/${lineId}/archive;/api/agencies/${state.agency.id}/invoices/${invoiceId}/render-document;/api/agencies/${state.agency.id}/invoices/${invoiceId}/void;/api/agencies/${state.agency.id}/payments;/api/agencies/${state.agency.id}/payments/${paymentId}/mark-reconciled;/api/auth/me,matched_static_backend_shape,evaluated before route_map fallback; path parameters normalized from regex
route,/agency/journey-authoring,/agency/journey-authoring,route_map,JourneyAuthoringWorkspacePage,frontend/src/App.jsx,426,frontend/src/pages/agency/JourneyAuthoringWorkspacePage.jsx,AgencyLayout;ProtectedRoute,agency,Itinerary Builder,frontend/src/lib/moduleCatalog.js,agency:Daily Work:contextual,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/journey-authoring/${nextId};/api/agencies/${context.agency.id}/journey-authoring?include_archived=true;/api/agencies/${state.agency.id}/journey-authoring;/api/agencies/${state.agency.id}/journey-authoring/${id};/api/agencies/${state.agency.id}/journey-authoring/${response.session.id}/import-booking-draft;/api/agencies/${state.agency.id}/journey-authoring/${response.session.id}/import-parser-run;/api/agencies/${state.agency.id}/journey-authoring/${selectedId};/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/apply-to-journey;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/enrich;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/import-text;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/preview-application;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/segments;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/segments/${segment.id};/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/segments/${segmentId}/archive;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/segments/${segmentId}/restore;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/segments/bulk-update;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/segments/reorder;/api/agencies/${state.agency.id}/journey-authoring/${selectedId}/validate;/api/agencies/${state.agency.id}/journey-authoring?include_archived=true;/api/auth/me,matched_static_backend_shape,
route,/agency/journey-comparison-presentations,/agency/journey-comparison-presentations,route_map,JourneyComparisonPresentationWorkspacePage,frontend/src/App.jsx,428,frontend/src/pages/agency/JourneyComparisonPresentationWorkspacePage.jsx,AgencyLayout;ProtectedRoute,agency,Offer Comparison,frontend/src/lib/moduleCatalog.js,agency:Daily Work:contextual,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${agencyId}/journey-comparison-presentations/${presentationId};/api/agencies/${agencyId}/journey-comparison-presentations/${presentationId}/preview/client;/api/agencies/${context.agency.id}/journey-comparison-presentations?include_archived=true;/api/agencies/${state.agency.id}/journey-comparison-presentations/${selectedId};/api/agencies/${state.agency.id}/journey-comparison-presentations/from-${sourceType}/${sourceId.trim()};/api/auth/me,partial_static_match:7_matched:1_unresolved,
route,/agency/journey-option-composition,/agency/journey-option-composition,route_map,JourneyOptionCompositionWorkspacePage,frontend/src/App.jsx,427,frontend/src/pages/agency/JourneyOptionCompositionWorkspacePage.jsx,AgencyLayout;ProtectedRoute,agency,Itinerary Options & Fare Brands,frontend/src/lib/moduleCatalog.js,agency:Daily Work:contextual,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${agencyId}/journey-option-compositions/${compositionId};/api/agencies/${agencyId}/journeys/${response.composition.journey_id};/api/agencies/${context.agency.id}/fare-brand-library;/api/agencies/${context.agency.id}/journey-option-compositions?include_archived=true;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/assess-services;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/compare;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/offer-handoff/apply;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/offer-handoff/preview;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/options;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/options/reorder;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/preferred-option;/api/agencies/${state.agency.id}/journey-option-compositions/${selectedId}/snapshots;/api/agencies/${state.agency.id}/journey-option-compositions/from-journey/${journeyId};/api/agencies/${state.agency.id}/journey-option-compositions?include_archived=true;/api/auth/me,matched_static_backend_shape,
route,/agency/journeys,/agency/journeys,route_map,JourneyWorkspacePage,frontend/src/App.jsx,425,frontend/src/pages/agency/JourneyWorkspacePage.jsx,AgencyLayout;ProtectedRoute,agency,Itinerary View,frontend/src/lib/moduleCatalog.js,agency:Daily Work:contextual,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/journeys;/api/agencies/${context.agency.id}/journeys/${nextId};/api/agencies/${context.agency.id}/journeys/summary;/api/agencies/${state.agency.id}/journeys;/api/agencies/${state.agency.id}/journeys/${id};/api/agencies/${state.agency.id}/journeys/${selectedId}/presentation;/api/agencies/${state.agency.id}/journeys/${selectedId}/snapshots;/api/agencies/${state.agency.id}/journeys/from-${supported[key]}/${encodeURIComponent(sourceId)};/api/auth/me,partial_static_match:10_matched:1_unresolved,
route,/agency/knowledge-acquisition,/agency/knowledge-acquisition,route_map,KnowledgeAcquisitionPage,frontend/src/App.jsx,469,frontend/src/pages/agency/KnowledgeAcquisitionPage.jsx,AgencyLayout;ProtectedRoute,agency,Knowledge Acquisition,frontend/src/lib/moduleCatalog.js,agency:Airline Intelligence Visibility:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/airline-knowledge-acquisition${query};/api/auth/me,matched_static_backend_shape,
route,/agency/knowledge-governance,/agency/knowledge-governance,route_map,KnowledgeGovernancePage,frontend/src/App.jsx,472,frontend/src/pages/agency/KnowledgeGovernancePage.jsx,AgencyLayout;ProtectedRoute,agency,Knowledge Governance,frontend/src/lib/moduleCatalog.js,agency:Airline Intelligence Visibility:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/airline-knowledge-governance${query};/api/auth/me,matched_static_backend_shape,
route,/agency/knowledge-normalisation,/agency/knowledge-normalisation,route_map,KnowledgeNormalisationPage,frontend/src/App.jsx,471,frontend/src/pages/agency/KnowledgeNormalisationPage.jsx,AgencyLayout;ProtectedRoute,agency,Knowledge Normalisation,frontend/src/lib/moduleCatalog.js,agency:Airline Intelligence Visibility:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/airline-knowledge-normalisation${query};/api/auth/me,matched_static_backend_shape,
route,/agency/knowledge-population-toolkit,/agency/knowledge-population-toolkit,route_map,AgencyKnowledgePopulationToolkitPage,frontend/src/App.jsx,486,frontend/src/pages/agency/KnowledgePopulationToolkitPage.jsx,AgencyLayout;ProtectedRoute,agency,Knowledge Population Toolkit,frontend/src/lib/moduleCatalog.js,agency:Airline Intelligence Visibility:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/knowledge-population-toolkit${query};/api/auth/me,matched_static_backend_shape,
route,/agency/knowledge-quality-assurance,/agency/knowledge-quality-assurance,route_map,AgencyKnowledgeQualityAssurancePage,frontend/src/App.jsx,483,frontend/src/pages/agency/KnowledgeQualityAssurancePage.jsx,AgencyLayout;ProtectedRoute,agency,Knowledge QA,frontend/src/lib/moduleCatalog.js,agency:Airline Intelligence Visibility:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/knowledge-quality-assurance${query};/api/auth/me,matched_static_backend_shape,
route,/agency/knowledge-updates,/agency/knowledge-updates,route_map,AgencyKnowledgeUpdatesPage,frontend/src/App.jsx,457,frontend/src/pages/agency/KnowledgeUpdatesPage.jsx,AgencyLayout;ProtectedRoute,agency,Knowledge Updates,frontend/src/lib/moduleCatalog.js,agency:Airline Intelligence Visibility:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/knowledge-updates${query};/api/auth/me,matched_static_backend_shape,
route,/agency/offer-decision-explanations,/agency/offer-decision-explanations,route_map,AgencyOfferDecisionExplanationsPage,frontend/src/App.jsx,501,frontend/src/pages/agency/OfferDecisionExplanationsPage.jsx,AgencyLayout;ProtectedRoute,agency,Decision Explanations,frontend/src/lib/moduleCatalog.js,agency:Documents & Delivery:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-explanations;/api/agencies/${context.agency.id}/offer-decision-packs;/api/auth/me,matched_static_backend_shape,
route,/agency/offer-decision-export-audit-reviews,/agency/offer-decision-export-audit-reviews,route_map,AgencyOfferDecisionExportAuditReviewsPage,frontend/src/App.jsx,507,frontend/src/pages/agency/OfferDecisionExportAuditReviewsPage.jsx,AgencyLayout;ProtectedRoute,agency,Export Audits,frontend/src/lib/moduleCatalog.js,agency:Documents & Delivery:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-export-audit-reviews;/api/agencies/${context.agency.id}/offer-decision-export-delivery-outcomes;/api/auth/me,matched_static_backend_shape,
route,/agency/offer-decision-export-compliance,/agency/offer-decision-export-compliance,route_map,AgencyOfferDecisionExportCompliancePage,frontend/src/App.jsx,509,frontend/src/pages/agency/OfferDecisionExportCompliancePage.jsx,AgencyLayout;ProtectedRoute,agency,Export Compliance Evidence,frontend/src/lib/moduleCatalog.js,agency:Documents & Delivery:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-export-compliance;/api/agencies/${context.agency.id}/offer-decision-export-governance;/api/auth/me,matched_static_backend_shape,
route,/agency/offer-decision-export-deliveries,/agency/offer-decision-export-deliveries,route_map,AgencyOfferDecisionExportDeliveriesPage,frontend/src/App.jsx,505,frontend/src/pages/agency/OfferDecisionExportDeliveriesPage.jsx,AgencyLayout;ProtectedRoute,agency,Export Handoffs,frontend/src/lib/moduleCatalog.js,agency:Documents & Delivery:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-export-deliveries;/api/agencies/${context.agency.id}/offer-decision-export-previews;/api/agencies/${context.agency.id}/offer-decision-export-releases;/api/agencies/${context.agency.id}/offer-decision-exports;/api/auth/me,matched_static_backend_shape,
route,/agency/offer-decision-export-delivery-outcomes,/agency/offer-decision-export-delivery-outcomes,route_map,AgencyOfferDecisionExportDeliveryOutcomesPage,frontend/src/App.jsx,506,frontend/src/pages/agency/OfferDecisionExportDeliveryOutcomesPage.jsx,AgencyLayout;ProtectedRoute,agency,Export Outcomes,frontend/src/lib/moduleCatalog.js,agency:Documents & Delivery:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-export-deliveries;/api/agencies/${context.agency.id}/offer-decision-export-delivery-outcomes;/api/auth/me,matched_static_backend_shape,
route,/agency/offer-decision-export-governance,/agency/offer-decision-export-governance,route_map,AgencyOfferDecisionExportGovernancePage,frontend/src/App.jsx,508,frontend/src/pages/agency/OfferDecisionExportGovernancePage.jsx,AgencyLayout;ProtectedRoute,agency,Export Policy,frontend/src/lib/moduleCatalog.js,agency:Documents & Delivery:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-export-audit-reviews;/api/agencies/${context.agency.id}/offer-decision-export-governance;/api/auth/me,matched_static_backend_shape,
route,/agency/offer-decision-export-previews,/agency/offer-decision-export-previews,route_map,AgencyOfferDecisionExportPreviewsPage,frontend/src/App.jsx,503,frontend/src/pages/agency/OfferDecisionExportPreviewsPage.jsx,AgencyLayout;ProtectedRoute,agency,Export Previews,frontend/src/lib/moduleCatalog.js,agency:Documents & Delivery:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-export-previews;/api/agencies/${context.agency.id}/offer-decision-exports;/api/auth/me,matched_static_backend_shape,
route,/agency/offer-decision-export-releases,/agency/offer-decision-export-releases,route_map,AgencyOfferDecisionExportReleasesPage,frontend/src/App.jsx,504,frontend/src/pages/agency/OfferDecisionExportReleasesPage.jsx,AgencyLayout;ProtectedRoute,agency,Export Releases,frontend/src/lib/moduleCatalog.js,agency:Documents & Delivery:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-export-previews;/api/agencies/${context.agency.id}/offer-decision-export-releases;/api/auth/me,matched_static_backend_shape,
route,/agency/offer-decision-exports,/agency/offer-decision-exports,route_map,AgencyOfferDecisionExportsPage,frontend/src/App.jsx,502,frontend/src/pages/agency/OfferDecisionExportsPage.jsx,AgencyLayout;ProtectedRoute,agency,Decision Exports,frontend/src/lib/moduleCatalog.js,agency:Documents & Delivery:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-exports;/api/agencies/${context.agency.id}/offer-decision-packs;/api/auth/me,matched_static_backend_shape,
route,/agency/offer-decision-packs,/agency/offer-decision-packs,route_map,AgencyOfferDecisionPacksPage,frontend/src/App.jsx,500,frontend/src/pages/agency/OfferDecisionPacksPage.jsx,AgencyLayout;ProtectedRoute,agency,Decision Packs,frontend/src/lib/moduleCatalog.js,agency:Documents & Delivery:visible,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/offer-decision-packs;/api/agencies/${context.agency.id}/offer-policy-advisor;/api/agencies/${context.agency.id}/offer-workspaces;/api/auth/me,matched_static_backend_shape,
