record_kind,path,route_pattern,registration_kind,page_component,source_file,line,page_file,layout,role_or_surface,module_catalog_label,module_catalog_file,navigation,api_client_calls,backend_support,notes
page,/agency/rollout-plans,,page_module,RolloutPlansPage,frontend/src/pages/agency/RolloutPlansPage.jsx,1,frontend/src/pages/agency/RolloutPlansPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-bundle-rollout-plans;/api/agencies/${context.agency.id}/feature-bundle-rollout-plans/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/rollout-risks,,page_module,RolloutRisksPage,frontend/src/pages/agency/RolloutRisksPage.jsx,1,frontend/src/pages/agency/RolloutRisksPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-bundle-rollout-risks${query};/api/agencies/${context.agency.id}/feature-bundle-rollout-risks/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/rollout-rollback-plans,,page_module,RolloutRollbackPlansPage,frontend/src/pages/agency/RolloutRollbackPlansPage.jsx,1,frontend/src/pages/agency/RolloutRollbackPlansPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-bundle-rollout-rollback-plans${query};/api/agencies/${context.agency.id}/feature-bundle-rollout-rollback-plans/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/rollout-schedule,,page_module,RolloutSchedulePage,frontend/src/pages/agency/RolloutSchedulePage.jsx,1,frontend/src/pages/agency/RolloutSchedulePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-bundle-rollout-schedule;/api/agencies/${context.agency.id}/feature-bundle-rollout-schedule/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/rollout-summary-packs,,page_module,RolloutSummaryPacksPage,frontend/src/pages/agency/RolloutSummaryPacksPage.jsx,1,frontend/src/pages/agency/RolloutSummaryPacksPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-bundle-rollout-summary-packs${query};/api/agencies/${context.agency.id}/feature-bundle-rollout-summary-packs/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/rollout-timeline,,page_module,RolloutTimelinePage,frontend/src/pages/agency/RolloutTimelinePage.jsx,1,frontend/src/pages/agency/RolloutTimelinePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/feature-bundle-rollout-timeline${query};/api/agencies/${context.agency.id}/feature-bundle-rollout-timeline/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/rule-composer,,page_module,RuleComposerPage,frontend/src/pages/agency/RuleComposerPage.jsx,1,frontend/src/pages/agency/RuleComposerPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/rule-composer${query};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/saas-subscription,,page_module,SaaSSubscriptionPage,frontend/src/pages/agency/SaaSSubscriptionPage.jsx,1,frontend/src/pages/agency/SaaSSubscriptionPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/saas-subscriptions;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/scenario-testing,,page_module,AgencyScenarioTestingPage,frontend/src/pages/agency/ScenarioTestingPage.jsx,1,frontend/src/pages/agency/ScenarioTestingPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/operational-scenario-testing${query};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/service-feasibility,,page_module,ServiceFeasibilityPage,frontend/src/pages/agency/ServiceFeasibilityPage.jsx,1,frontend/src/pages/agency/ServiceFeasibilityPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/passenger-service-feasibility${query};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/service-mechanics;/agency/service-mechanics,,page_module,AgencyServiceMechanicsPage,frontend/src/pages/agency/ServiceMechanicsPage.jsx,1,frontend/src/pages/agency/ServiceMechanicsPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/service-mechanics;/api/agencies/${context.agency.id}/service-taxonomy/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/service-parameter-taxonomies,,page_module,ServiceParameterTaxonomiesPage,frontend/src/pages/agency/ServiceParameterTaxonomiesPage.jsx,1,frontend/src/pages/agency/ServiceParameterTaxonomiesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/service-parameter-taxonomies${query};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/service-taxonomy;/agency/service-taxonomy,,page_module,AgencyServiceTaxonomyPage,frontend/src/pages/agency/ServiceTaxonomyPage.jsx,1,frontend/src/pages/agency/ServiceTaxonomyPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/service-taxonomy;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/settings,,page_module,AgencySettingsPage,frontend/src/pages/agency/AgencySettingsPage.jsx,1,frontend/src/pages/agency/AgencySettingsPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/branding;/api/agencies/${state.agency.id}/branding;/api/agencies/${state.agency.id}/branding/logo;/api/agencies/${state.agency.id}/branding/logo/regenerate;/api/agencies/${state.agency.id}/branding/reset;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/settings/forms,,page_module,FormProfilesPage,frontend/src/pages/agency/FormProfilesPage.jsx,1,frontend/src/pages/agency/FormProfilesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,"/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${agencyId}/form-profiles;/api/agencies/${agencyId}/form-profiles/${profileId};/api/agencies/${agencyId}/form-profiles/${profileId}/effective;/api/agencies/${agencyId}/form-profiles/${profileId}/fields;/api/auth/me;/api/form-profiles/field-definitions/bootstrap;/api/form-profiles/field-definitions?include_inactive=${includeInactive?""true"":""false""};/api/public/form-profiles/effective?agency_id=${encodeURIComponent(agencyId)}&form_context=${encodeURIComponent(formContext)}",matched_static_backend_shape,registered_in_app
page,/agency/task-automation,,page_module,AgencyTaskAutomationPage,frontend/src/pages/agency/TaskAutomationPage.jsx,1,frontend/src/pages/agency/TaskAutomationPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/task-automation${query};/api/agencies/${state.agency.id}/task-automation/dependencies/${dependencyId}/${action};/api/agencies/${state.agency.id}/task-automation/runs;/api/agencies/${state.agency.id}/task-automation/runs/${runId}/retry;/api/auth/me,partial_static_match:6_matched:1_unresolved,registered_in_app
page,/agency/ticket-workspaces,,page_module,TicketWorkspaceMetadataPage,frontend/src/pages/agency/TicketWorkspaceMetadataPage.jsx,1,frontend/src/pages/agency/TicketWorkspaceMetadataPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/ticket-workspaces${query};/api/agencies/${context.agency.id}/ticket-workspaces/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/tickets-emds,,page_module,TicketsEmdsPage,frontend/src/pages/agency/TicketsEmdsPage.jsx,1,frontend/src/pages/agency/TicketsEmdsPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/emds;/api/agencies/${context.agency.id}/tickets;/api/agencies/${state.agency.id}/emd-exchange-operations;/api/agencies/${state.agency.id}/emds/manual;/api/agencies/${state.agency.id}/ticket-exchange-operations;/api/agencies/${state.agency.id}/tickets/manual;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/tickets/{param1},,page_module,TicketDetailPage,frontend/src/pages/agency/TicketDetailPage.jsx,1,frontend/src/pages/agency/TicketDetailPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/tickets/${ticketRecordId};/api/agencies/${state.agency.id}/tickets/${ticketRecordId};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/timeline,,page_module,TimelinePage,frontend/src/pages/agency/TimelinePage.jsx,1,frontend/src/pages/agency/TimelinePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/operational-timelines${query};/api/agencies/${context.agency.id}/operational-timelines/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/travel-requests,,page_module,TravelRequestsPage,frontend/src/pages/agency/TravelRequestsPage.jsx,1,frontend/src/pages/agency/TravelRequestsPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/travel-request-workspaces${query};/api/agencies/${context.agency.id}/travel-request-workspaces/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/travel-workspaces,,page_module,TravelWorkspacesPage,frontend/src/pages/agency/TravelWorkspacesPage.jsx,1,frontend/src/pages/agency/TravelWorkspacesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/operational-travel-workspaces${query};/api/agencies/${context.agency.id}/operational-travel-workspaces/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/trip-workspaces,,page_module,TripWorkspacesPage,frontend/src/pages/agency/TripWorkspacesPage.jsx,1,frontend/src/pages/agency/TripWorkspacesPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/trip-workspaces${query};/api/agencies/${context.agency.id}/trip-workspaces/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/trips/new,,page_module,TripCreatePage,frontend/src/pages/agency/TripCreatePage.jsx,1,frontend/src/pages/agency/TripCreatePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${state.agency.id}/trips;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/trips/{param1},,page_module,TripDetailPage,frontend/src/pages/agency/TripDetailPage.jsx,1,frontend/src/pages/agency/TripDetailPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/booking-records/${bookingRecordId}/ticket-emd-readiness;/api/agencies/${context.agency.id}/booking-workspaces?trip_id=${encodeURIComponent(tripId)};/api/agencies/${context.agency.id}/emds?trip_id=${encodeURIComponent(tripId)};/api/agencies/${context.agency.id}/requests;/api/agencies/${context.agency.id}/tickets?trip_id=${encodeURIComponent(tripId)};/api/agencies/${context.agency.id}/trips/${tripId};/api/agencies/${context.agency.id}/trips/${tripId}/accepted-offer;/api/agencies/${context.agency.id}/trips/${tripId}/booking-readiness;/api/agencies/${context.agency.id}/trips/${tripId}/change-operations;/api/agencies/${state.agency.id}/booking-workspaces/from-readiness;/api/agencies/${state.agency.id}/emd-exchange-operations;/api/agencies/${state.agency.id}/offer-workspaces?trip_id=${encodeURIComponent(tripId)};/api/agencies/${state.agency.id}/ticket-exchange-operations;/api/agencies/${state.agency.id}/trip-change-operations/${operationId}/create-change-booking;/api/agencies/${state.agency.id}/trips/${tripId};/api/agencies/${state.agency.id}/trips/${tripId}/archive;/api/agencies/${state.agency.id}/trips/${tripId}/change-operations;/api/agencies/${state.agency.id}/trips/${tripId}/link-request/${form.link_request_id};/api/agencies/${state.agency.id}/trips/${tripId}/offer-workspace;/api/agencies/${state.agency.id}/trips/${tripId}/rebuild-summary;/api/agencies/${state.agency.id}/trips/${tripId}/unlink-request/${requestId};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/trips;/agency/trips,,page_module,TripsPage,frontend/src/pages/agency/TripsPage.jsx,1,frontend/src/pages/agency/TripsPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/trips;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/website,,page_module,WebsiteBuilderPage,frontend/src/pages/agency/WebsiteBuilderPage.jsx,1,frontend/src/pages/agency/WebsiteBuilderPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/website;/api/agencies/${context.agency.id}/website/media;/api/agencies/${context.agency.id}/website/pages;/api/agencies/${state.agency.id}/website;/api/agencies/${state.agency.id}/website/pages;/api/agencies/${state.agency.id}/website/pages/${pageForm.id};/api/agencies/${state.agency.id}/website/pages/${pageForm.id}/archive;/api/agencies/${state.agency.id}/website/pages/${pageForm.id}/publish;/api/agencies/${state.agency.id}/website/publish;/api/agencies/${state.agency.id}/website/unpublish;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/website/media,,page_module,WebsiteMediaLibraryPage,frontend/src/pages/agency/WebsiteMediaLibraryPage.jsx,1,frontend/src/pages/agency/WebsiteMediaLibraryPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/website/media;/api/agencies/${state.agency.id}/website/media;/api/agencies/${state.agency.id}/website/media/${asset.id};/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/work-queue,,page_module,AgentWorkQueuePage,frontend/src/pages/agency/AgentWorkQueuePage.jsx,1,frontend/src/pages/agency/AgentWorkQueuePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/work-queue${query};/api/agencies/${state.agency.id}/work-queue/work-items/${workItemId}/${name};/api/agencies/${state.agency.id}/work-queue/work-items/bulk-assign;/api/agencies/${state.agency.id}/work-queue/work-items/sync;/api/auth/me,partial_static_match:6_matched:1_unresolved,registered_in_app
page,/agency/workflow-engine,,page_module,WorkflowEnginePage,frontend/src/pages/agency/WorkflowEnginePage.jsx,1,frontend/src/pages/agency/WorkflowEnginePage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/passenger-service-workflows${query};/api/agencies/${context.agency.id}/passenger-service-workflows/summary;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/agency/workflow-maturity,,page_module,AgencyWorkflowMaturityPage,frontend/src/pages/agency/WorkflowMaturityPage.jsx,1,frontend/src/pages/agency/WorkflowMaturityPage.jsx,AgencyLayout;ProtectedRoute,agency,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${context.agency.id}/workflow-maturity;/api/agencies/${state.agency.id}/workflow-maturity/test-runs;/api/auth/me,matched_static_backend_shape,registered_in_app
page,/invite/accept,,page_module,InviteAcceptPage,frontend/src/pages/auth/InviteAcceptPage.jsx,1,frontend/src/pages/auth/InviteAcceptPage.jsx,,public_or_auth,,,,/api/auth/invitations/accept;/api/auth/invitations/validate?token=${encodeURIComponent(token)},matched_static_backend_shape,registered_in_app
page,/login,,page_module,LoginPage,frontend/src/pages/auth/LoginPage.jsx,1,frontend/src/pages/auth/LoginPage.jsx,PublicLayout,public_or_auth,,,,/api/auth/invitations/accept;/api/auth/login,matched_static_backend_shape,registered_in_app
page,/platform,,page_module,PlatformDashboardPage,frontend/src/pages/platform/PlatformDashboardPage.jsx,1,frontend/src/pages/platform/PlatformDashboardPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/after-sales,,page_module,PlatformAfterSalesDiagnosticsPage,frontend/src/pages/platform/AfterSalesDiagnosticsPage.jsx,1,frontend/src/pages/platform/AfterSalesDiagnosticsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/after-sales${query},matched_static_backend_shape,registered_in_app
page,/platform/agencies,,page_module,PlatformAgenciesPage,frontend/src/pages/platform/PlatformAgenciesPage.jsx,1,frontend/src/pages/platform/PlatformAgenciesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/agencies/{param1},,page_module,PlatformAgencyDetailPage,frontend/src/pages/platform/PlatformAgencyDetailPage.jsx,1,frontend/src/pages/platform/PlatformAgencyDetailPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/agencies/${agency.id}/branding;/api/agencies/${agencyId};/api/agencies/${agencyId}/staff;/api/agencies/${agencyId}/staff/invitations;/api/agencies/${agencyId}/staff/invitations/${invitationId}/revoke;/api/agencies/${agencyId}/workspaces;/api/auth/me;/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/airline-capability-matrix,,page_module,AirlineCapabilityMatrixPage,frontend/src/pages/platform/AirlineCapabilityMatrixPage.jsx,1,frontend/src/pages/platform/AirlineCapabilityMatrixPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/airline-capability-matrix${query},matched_static_backend_shape,registered_in_app
page,/platform/airline-contact-intelligence,,page_module,PlatformAirlineContactIntelligencePage,frontend/src/pages/platform/AirlineContactIntelligencePage.jsx,1,frontend/src/pages/platform/AirlineContactIntelligencePage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/airline-contact-intelligence${params.size?;/api/platform/airline-contact-intelligence/contacts;/api/platform/summary,partial_static_match:2_matched:1_unresolved,registered_in_app
page,/platform/airline-distribution-capabilities,,page_module,PlatformAirlineDistributionCapabilitiesPage,frontend/src/pages/platform/AirlineDistributionCapabilitiesPage.jsx,1,frontend/src/pages/platform/AirlineDistributionCapabilitiesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/airline-distribution-capabilities${query};/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/airline-evidence,,page_module,PlatformAirlineEvidencePage,frontend/src/pages/platform/AirlineEvidencePage.jsx,1,frontend/src/pages/platform/AirlineEvidencePage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/airline-evidence;/api/platform/airline-evidence/artifacts;/api/platform/airline-evidence/assertions;/api/platform/airline-evidence/conflicts/${conflict.id};/api/platform/airline-evidence/sources;/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/airline-intelligence-agency-consumption,,page_module,PlatformAirlineIntelligenceAgencyConsumptionPage,frontend/src/pages/platform/AirlineIntelligenceAgencyConsumptionPage.jsx,1,frontend/src/pages/platform/AirlineIntelligenceAgencyConsumptionPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/airline-intelligence-agency-consumption;/api/platform/airline-intelligence-knowledge-versions,matched_static_backend_shape,registered_in_app
page,/platform/airline-intelligence-data-pack-reviews,,page_module,AirlineIntelligenceDataPackReviewsPage,frontend/src/pages/platform/AirlineIntelligenceDataPackReviewsPage.jsx,1,frontend/src/pages/platform/AirlineIntelligenceDataPackReviewsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/airline-intelligence-data-pack-reviews;/api/platform/airline-intelligence-data-packs,matched_static_backend_shape,registered_in_app
page,/platform/airline-intelligence-data-packs,,page_module,AirlineIntelligenceDataPacksPage,frontend/src/pages/platform/AirlineIntelligenceDataPacksPage.jsx,1,frontend/src/pages/platform/AirlineIntelligenceDataPacksPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/airline-intelligence-data-packs,matched_static_backend_shape,registered_in_app
page,/platform/airline-intelligence-knowledge-versions,,page_module,PlatformAirlineIntelligenceKnowledgeVersionsPage,frontend/src/pages/platform/AirlineIntelligenceKnowledgeVersionsPage.jsx,1,frontend/src/pages/platform/AirlineIntelligenceKnowledgeVersionsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/airline-intelligence-data-pack-reviews;/api/platform/airline-intelligence-data-packs;/api/platform/airline-intelligence-knowledge-versions,matched_static_backend_shape,registered_in_app
page,/platform/airline-intelligence-readiness,,page_module,PlatformAirlineIntelligenceReadinessPage,frontend/src/pages/platform/AirlineIntelligenceReadinessPage.jsx,1,frontend/src/pages/platform/AirlineIntelligenceReadinessPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/airline-intelligence-readiness;/api/platform/airline-intelligence-readiness/assessments/run;/api/platform/airline-intelligence-readiness/population-waves;/api/platform/airline-intelligence-readiness/release-candidates,matched_static_backend_shape,registered_in_app
page,/platform/airline-knowledge-acquisition,,page_module,AirlineKnowledgeAcquisitionPage,frontend/src/pages/platform/AirlineKnowledgeAcquisitionPage.jsx,1,frontend/src/pages/platform/AirlineKnowledgeAcquisitionPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/airline-knowledge-acquisition${query},matched_static_backend_shape,registered_in_app
page,/platform/airline-knowledge-governance;/platform/airline-knowledge-releases,,page_module,AirlineKnowledgeGovernancePage,frontend/src/pages/platform/AirlineKnowledgeGovernancePage.jsx,1,frontend/src/pages/platform/AirlineKnowledgeGovernancePage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/airline-knowledge-governance${query},matched_static_backend_shape,registered_in_app
page,/platform/airline-knowledge-normalisation,,page_module,AirlineKnowledgeNormalisationPage,frontend/src/pages/platform/AirlineKnowledgeNormalisationPage.jsx,1,frontend/src/pages/platform/AirlineKnowledgeNormalisationPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/airline-knowledge-normalisation${query},matched_static_backend_shape,registered_in_app
page,/platform/airline-knowledge/{param1},,page_module,AirlineKnowledgeDetailPage,frontend/src/pages/platform/AirlineKnowledgeDetailPage.jsx,1,frontend/src/pages/platform/AirlineKnowledgeDetailPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/airline-knowledge/${knowledgeId};/api/platform/airline-knowledge/${knowledgeId}/archive;/api/platform/airline-knowledge/${knowledgeId}/publish;/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/airline-master-profiles,,page_module,AirlineMasterProfilesPage,frontend/src/pages/platform/AirlineMasterProfilesPage.jsx,1,frontend/src/pages/platform/AirlineMasterProfilesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/airline-master-profiles;/api/platform/airline-master-profiles${suffix};/api/platform/airline-master-profiles/${selectedId}/aliases;/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/airline-operational-intelligence,,page_module,AirlineOperationalIntelligencePage,frontend/src/pages/platform/AirlineOperationalIntelligencePage.jsx,1,frontend/src/pages/platform/AirlineOperationalIntelligencePage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/airline-operational-intelligence,matched_static_backend_shape,registered_in_app
page,/platform/airline-policy-ingestion,,page_module,AirlinePolicyIngestionPage,frontend/src/pages/platform/AirlinePolicyIngestionPage.jsx,1,frontend/src/pages/platform/AirlinePolicyIngestionPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/airline-policy/approved-knowledge;/api/platform/airline-policy/promote-candidate;/api/platform/airline-policy/review-corrections;/api/platform/airline-policy/sources;/api/platform/airline-policy/sources/${selectedSource.id}/detect-sections;/api/platform/airline-policy/sources/${selectedSource.id}/extract;/api/platform/airline-policy/sources/${sourceId};/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/airline-recommendations,,page_module,PlatformAirlineRecommendationsPage,frontend/src/pages/platform/AirlineRecommendationsPage.jsx,1,frontend/src/pages/platform/AirlineRecommendationsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/airline-recommendations${query},matched_static_backend_shape,registered_in_app
page,/platform/airline-service-coverage,,page_module,PlatformAirlineServiceCoveragePage,frontend/src/pages/platform/AirlineServiceCoveragePage.jsx,1,frontend/src/pages/platform/AirlineServiceCoveragePage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/airline-service-coverage${query};/api/platform/airline-service-coverage/assessments;/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/airlines,,page_module,AirlinesPage,frontend/src/pages/platform/AirlinesPage.jsx,1,frontend/src/pages/platform/AirlinesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/airlines;/api/platform/airlines${query?;/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/airlines/{param1},,page_module,AirlineDetailPage,frontend/src/pages/platform/AirlineDetailPage.jsx,1,frontend/src/pages/platform/AirlineDetailPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/airline-knowledge/${id}/archive;/api/platform/airline-knowledge/${id}/publish;/api/platform/airline-sources;/api/platform/airlines/${airlineId};/api/platform/airlines/${airlineId}/emd-notes;/api/platform/airlines/${airlineId}/knowledge;/api/platform/airlines/${airlineId}/procedures;/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/ancillary-pricing,,page_module,PlatformAncillaryPricingPage,frontend/src/pages/platform/AncillaryPricingPage.jsx,1,frontend/src/pages/platform/AncillaryPricingPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/ancillary-pricing,matched_static_backend_shape,registered_in_app
page,/platform/blueprint,,page_module,PlatformBlueprintPage,frontend/src/pages/platform/PlatformBlueprintPage.jsx,1,frontend/src/pages/platform/PlatformBlueprintPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/blueprint/adoption-map;/api/platform/blueprint/gaps;/api/platform/blueprint/next-phases;/api/platform/blueprint/route-policy;/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/booking-handoffs,,page_module,PlatformBookingHandoffDiagnosticsPage,frontend/src/pages/platform/BookingHandoffDiagnosticsPage.jsx,1,frontend/src/pages/platform/BookingHandoffDiagnosticsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/booking-handoffs${query},matched_static_backend_shape,registered_in_app
page,/platform/booking-workspaces,,page_module,PlatformBookingWorkspacesPage,frontend/src/pages/platform/BookingWorkspacesPage.jsx,1,frontend/src/pages/platform/BookingWorkspacesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/booking-workspaces${query},matched_static_backend_shape,registered_in_app
page,/platform/capabilities,,page_module,PlatformCapabilityCatalogPage,frontend/src/pages/platform/CapabilityCatalogPage.jsx,1,frontend/src/pages/platform/CapabilityCatalogPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/capabilities,matched_static_backend_shape,registered_in_app
page,/platform/client-master,,page_module,PlatformClientMasterPage,frontend/src/pages/platform/ClientMasterPage.jsx,1,frontend/src/pages/platform/ClientMasterPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/client-master${query},matched_static_backend_shape,registered_in_app
